Channel|Center|Kode|Item|Category |Group|Size|Satuan|Type|Month|Forecast Branch|Forecast Machine (Branch)|Forecast Headquarter (Branch+HO)|"Forecast Machine Headquarter (Branch+HO)
"|Avg Gross Weight (kg/unit)|Avg Volume (m³/unit)
AI|DC JONGGOL|008|Kentang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|512|512|520|512|2.00|3,378.000
AI|DC JONGGOL|009|Daging|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|2|2|10|1|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|0.50|1,500.000
AI|DC JONGGOL|013|Susu|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|89|97|0|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|016|Asam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|430|430|438|305|0.50|2,000.000
AI|DC JONGGOL|017|Gula|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|018|Aren|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|161|169|0|5.00|2,000.000
AI|DC JONGGOL|019|Garam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|422|430|0|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|0.50|1,000.000
AI|DC JONGGOL|021|Merica|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AI|DC JONGGOL|022|Lada|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|21|21|29|21|0.30|1,000.000
AI|DC JONGGOL|023|Mie|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|42|42|50|42|0.80|3,800.000
AI|DC JONGGOL|024|Beras|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|800.000
AI|DC JONGGOL|025|Sirup|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.20|1,200.000
AI|DC JONGGOL|026|Moka|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|800.000
AI|DC JONGGOL|030|Sampo|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.40|800.000
AI|DC JONGGOL|031|Wijen|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|4,501|4,509|0|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|9,488|9,488|9,496|9,488|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|IMPORT|WATER|72X50 GR|CAN|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AI|DC JONGGOL|034|Uli|IMPORT|WATER|72X50 GR|CAN|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|11,215|11,215|11,223|11,215|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AI|DC JONGGOL|038|Terong|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|2,100.000
AI|DC JONGGOL|041|Toge|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|004|Terong|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|2.00|3,378.000
AI|DC JONGGOL|009|Daging|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|73|73|81|73|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|1|1|9|1|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|5|5|13|5|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|1|1|9|1|0.50|1,500.000
AI|DC JONGGOL|013|Susu|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|18|26|0|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|016|Asam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|3|3|11|2|0.50|2,000.000
AI|DC JONGGOL|017|Gula|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|018|Aren|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|019|Garam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|0.50|1,000.000
AI|DC JONGGOL|021|Merica|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AI|DC JONGGOL|022|Lada|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|21|29|0|0.30|1,000.000
AI|DC JONGGOL|023|Mie|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|0.80|3,800.000
AI|DC JONGGOL|024|Beras|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|800.000
AI|DC JONGGOL|025|Sirup|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.20|1,200.000
AI|DC JONGGOL|026|Moka|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|3|3|11|3|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|98|98|106|98|0.50|800.000
AI|DC JONGGOL|030|Sampo|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|4|4|12|4|0.40|800.000
AI|DC JONGGOL|031|Wijen|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|164|164|172|164|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|19|19|27|13|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|51|51|59|51|0.80|2,600.000
AI|DC JONGGOL|034|Uli|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|98|98|106|98|2.00|2,100.000
AI|DC JONGGOL|038|Terong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|1|11|0|5.00|2,100.000
AI|DC JONGGOL|041|Toge|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|2|2|10|2|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|13,681|13,681|13,689|13,681|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1,249|1,249|1,257|1,249|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|004|Terong|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|643|643|651|643|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|607|607|615|607|2.00|3,378.000
AI|DC JONGGOL|009|Daging|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|4|4|12|4|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|6|14|0|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|IMPORT|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|0|2|10|0|0.50|1,500.000
AI|DC JONGGOL|013|Susu|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|3|3|11|1|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|016|Asam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|192|192|200|192|0.50|2,000.000
AI|DC JONGGOL|017|Gula|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|21|21|29|21|5.00|2,000.000
AI|DC JONGGOL|018|Aren|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|019|Garam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|0.50|1,000.000
AI|DC JONGGOL|021|Merica|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AI|DC JONGGOL|022|Lada|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|189|189|197|189|0.30|1,000.000
AI|DC JONGGOL|023|Mie|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.80|3,800.000
AI|DC JONGGOL|024|Beras|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|394|402|0|5.00|800.000
AI|DC JONGGOL|025|Sirup|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|158|166|0|5.20|1,200.000
AI|DC JONGGOL|026|Moka|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|52|52|60|14|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|415|415|423|415|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|56|56|64|16|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|800.000
AI|DC JONGGOL|030|Sampo|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|145|153|0|0.40|800.000
AI|DC JONGGOL|031|Wijen|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AI|DC JONGGOL|034|Uli|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|7|7|13|2|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|1|1|9|1|2.00|2,100.000
AI|DC JONGGOL|038|Terong|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|1|1|9|1|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|215|215|223|215|5.00|2,100.000
AI|DC JONGGOL|041|Toge|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|24|24|32|24|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|1|1|9|1|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|004|Terong|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|1|1|9|1|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|1,398|1,398|1,406|1,398|2.00|3,378.000
AI|DC JONGGOL|009|Daging|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|0.50|1,500.000
AI|DC JONGGOL|013|Susu|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|016|Asam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.50|2,000.000
AI|DC JONGGOL|017|Gula|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|018|Aren|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AI|DC JONGGOL|019|Garam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|15|15|23|3|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|0|9|17|0|0.50|1,000.000
AI|DC JONGGOL|021|Merica|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|1|1|9|1|0.30|1,000.000
AI|DC JONGGOL|022|Lada|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|24|24|32|18|0.30|1,000.000
AI|DC JONGGOL|023|Mie|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|25|25|33|25|0.80|3,800.000
AI|DC JONGGOL|024|Beras|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|800.000
AI|DC JONGGOL|025|Sirup|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.20|1,200.000
AI|DC JONGGOL|026|Moka|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|0|8|0|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|7|15|0|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|1|1|9|1|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|1|1|9|1|0.50|800.000
AI|DC JONGGOL|030|Sampo|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|3|11|0|0.40|800.000
AI|DC JONGGOL|031|Wijen|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|0|8|0|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|3|3|11|3|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|3|3|11|3|0.80|2,600.000
AI|DC JONGGOL|034|Uli|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|3|3|11|3|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|4|4|12|4|2.00|2,100.000
AI|DC JONGGOL|038|Terong|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|1|1|9|1|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|3|3|11|3|5.00|2,100.000
AI|DC JONGGOL|041|Toge|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|1|1|9|1|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|181|181|189|181|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|004|Terong|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|2|2|10|2|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|2.00|3,378.000
AI|DC JONGGOL|009|Daging|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|1|10|0|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|5|13|0|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|2|2|10|2|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|1|1|9|1|0.50|1,500.000
AI|DC JONGGOL|013|Susu|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|1|1|9|1|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|016|Asam|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|0.50|2,000.000
AI|DC JONGGOL|017|Gula|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|3|3|11|3|5.00|2,000.000
AI|DC JONGGOL|018|Aren|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|2|2|10|2|5.00|2,000.000
AI|DC JONGGOL|019|Garam|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|0.50|1,000.000
AI|DC JONGGOL|021|Merica|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|0.30|1,000.000
AI|DC JONGGOL|022|Lada|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AI|DC JONGGOL|023|Mie|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|19|19|27|19|0.80|3,800.000
AI|DC JONGGOL|024|Beras|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|1|1|9|1|5.00|800.000
AI|DC JONGGOL|025|Sirup|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.20|1,200.000
AI|DC JONGGOL|026|Moka|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|0|8|0|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|0|8|0|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|75|75|83|75|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|800.000
AI|DC JONGGOL|030|Sampo|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.40|800.000
AI|DC JONGGOL|031|Wijen|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|8|8|16|8|0.80|2,600.000
AI|DC JONGGOL|034|Uli|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|3|3|11|2|2.00|2,100.000
AI|DC JONGGOL|038|Terong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|2,100.000
AI|DC JONGGOL|041|Toge|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|1|1|9|1|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|1|1|9|1|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|0|37|45|0|5.00|2,000.000
AI|DC JONGGOL|004|Terong|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|3|3|11|1|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|IMPORT|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|28,253|28,261|0|2.00|3,378.000
AI|DC JONGGOL|009|Daging|IMPORT|LIGHT|72X50 GR|PC|Cucumber|APR 2026|23|23|31|17|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |IMPORT|LIGHT|72X50 GR|PC|Cucumber|APR 2026|4|4|12|4|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|IMPORT|LIGHT|72X50 GR|PC|Cucumber|APR 2026|182|182|190|182|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|IMPORT|LIGHT|72X50 GR|PC|Cucumber|APR 2026|3|3|11|3|0.50|1,500.000
AI|DC JONGGOL|013|Susu|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|8|8|16|8|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|0|8|16|0|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|120|120|128|120|5.00|2,000.000
AI|DC JONGGOL|016|Asam|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|27|27|35|7|0.50|2,000.000
AI|DC JONGGOL|017|Gula|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|0|11|19|0|5.00|2,000.000
AI|DC JONGGOL|018|Aren|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|2|2|10|2|5.00|2,000.000
AI|DC JONGGOL|019|Garam|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|1,573|1,573|1,581|1,177|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|0|68|76|0|0.50|1,000.000
AI|DC JONGGOL|021|Merica|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|1|0.30|1,000.000
AI|DC JONGGOL|022|Lada|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|2|0.30|1,000.000
AI|DC JONGGOL|023|Mie|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|2|0.80|3,800.000
AI|DC JONGGOL|024|Beras|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|800.000
AI|DC JONGGOL|025|Sirup|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.20|1,200.000
AI|DC JONGGOL|026|Moka|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|2|2|10|2|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|2|10|0|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|0|2|10|0|5.00|1,900.000
